Annotation Cluster 1	Enrichment Score: 22.71931167461388
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_ALL	GO:0012505~endomembrane system	10	30.303030303030305	1.0887820937874588E-4	YPL087W, YDR297W, YBR183W, YLR100W, YGL001C, YBR036C, YMR298W, YMR296C, YGR060W, YDR062W	33	354	5615	4.806539976031502	0.006187175919511012	6.204470242285876E-4	0.10786995871182592
GOTERM_CC_ALL	GO:0031090~organelle membrane	13	39.39393939393939	2.7212733134744204E-4	YPL087W, YBR183W, YDR297W, YML008C, YGL001C, YHR190W, YMR296C, YLR100W, YBR036C, YMR298W, YBR265W, YGR060W, YDR062W	33	701	5615	3.155448925777028	0.015393656330094374	0.0014093122389674528	0.26941131092311776
GOTERM_CC_ALL	GO:0044446~intracellular organelle part	15	45.45454545454545	0.5488055362644976	YPL087W, YDR297W, YBR183W, YML008C, YGL001C, YHR190W, YMR296C, YKL004W, YOR171C, YLR100W, YBR036C, YMR298W, YBR265W, YGR060W, YDR062W	33	2433	5615	1.049022904756567	1.0	0.8021284422109262	99.96250416533252
GOTERM_CC_ALL	GO:0044422~organelle part	15	45.45454545454545	0.5488055362644976	YPL087W, YDR297W, YBR183W, YML008C, YGL001C, YHR190W, YMR296C, YKL004W, YOR171C, YLR100W, YBR036C, YMR298W, YBR265W, YGR060W, YDR062W	33	2433	5615	1.049022904756567	1.0	0.8021284422109262	99.96250416533252

Annotation Cluster 9	Enrichment Score: 3.887001929232045
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	sce00600:Sphingolipid metabolism	13	39.39393939393939	7.908879515729111E-22	YPL087W, YBR183W, YDR297W, YMR296C, YOR171C, YHL003C, YLR260W, YKL008C, YBR265W, YDR294C, YJL134W, YKR053C, YDR062W	27	13	1439	53.29629629629629	1.5817759031458222E-21	1.5817759031458222E-21	1.7854529404593402E-19
GOTERM_BP_ALL	GO:0019722~calcium-mediated signaling	4	12.121212121212121	8.342032653418207E-6	YLR260W, YDR294C, YJL134W, YOR171C	33	7	4970	86.06060606060606	0.0012671906871162264	7.044164399050423E-5	0.00998413668403808
GOTERM_BP_ALL	GO:0019932~second-messenger-mediated signaling	4	12.121212121212121	7.121968542845646E-4	YLR260W, YDR294C, YJL134W, YOR171C	33	28	4970	21.515151515151516	0.10263491156867177	0.004910290785782423	0.8491078963027032
GOTERM_BP_ALL	GO:0007242~intracellular signaling cascade	4	12.121212121212121	0.097247555582747	YLR260W, YDR294C, YJL134W, YOR171C	33	172	4970	3.5024665257223395	0.999999823624481	0.4261460596991943	70.6099266460765
GOTERM_BP_ALL	GO:0007165~signal transduction	4	12.121212121212121	0.1762721297848641	YLR260W, YDR294C, YJL134W, YOR171C	33	226	4970	2.6655939930276213	0.9999999999998418	0.6256271157724875	90.18219612203549
GOTERM_BP_ALL	GO:0050794~regulation of cellular process	4	12.121212121212121	0.9972604218139665	YLR260W, YDR294C, YJL134W, YOR171C	33	1370	4970	0.4397257243972573	1.0	0.9999999999925488	100.0
GOTERM_BP_ALL	GO:0050789~regulation of biological process	4	12.121212121212121	0.9989525325473223	YLR260W, YDR294C, YJL134W, YOR171C	33	1502	4970	0.4010813864342493	1.0	0.999999999999738	100.0
GOTERM_BP_ALL	GO:0065007~biological regulation	5	15.151515151515152	0.9990377263579177	YBR036C, YLR260W, YDR294C, YJL134W, YOR171C	33	1736	4970	0.4337732160312806	1.0	0.9999999999995953	100.0

Annotation Cluster 10	Enrichment Score: 3.169537074351195
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	sce00100:Steroid biosynthesis	13	39.39393939393939	2.7140030068941736E-20	YML008C, YGL001C, YHR190W, YGL012W, YMR015C, YHR072W, YLR100W, YMR202W, YLR056W, YGR060W, YGR175C, YHR007C, YNL280C	27	15	1439	46.190123456790126	5.428006013788347E-20	2.7140030068941736E-20	6.1269420522054454E-18
GOTERM_MF_ALL	GO:0016491~oxidoreductase activity	13	39.39393939393939	4.1936028835085423E-7	YDR297W, YGL001C, YHR190W, YGL012W, YMR015C, YMR272C, YLR100W, YBR265W, YLR056W, YGR060W, YGR175C, YHR007C, YNL280C	33	330	4955	5.91505968778696	4.696725915109834E-5	2.3483905322474463E-5	4.7537679207509953E-4
GOTERM_BP_ALL	GO:0055114~oxidation reduction	13	39.39393939393939	8.433850192248534E-7	YDR297W, YGL001C, YHR190W, YGL012W, YMR015C, YMR272C, YLR100W, YBR265W, YLR056W, YGR060W, YGR175C, YHR007C, YNL280C	33	353	4970	5.546398832517812	1.2818636041356246E-4	8.012128964396403E-6	0.0010094443366970296
INTERPRO	IPR006694:Fatty acid hydroxylase	4	12.121212121212121	9.495249618392068E-7	YDR297W, YMR272C, YLR056W, YGR060W	31	4	4676	150.83870967741936	3.703080543726589E-5	3.703080543726589E-5	8.634894797410197E-4
GOTERM_MF_ALL	GO:0016705~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	5	15.151515151515152	2.266605317958767E-5	YMR015C, YLR056W, YGR060W, YHR007C, YGR175C	33	27	4955	27.805836139169475	0.0025354071387372334	8.458509750591814E-4	0.025690741966033492
GOTERM_MF_ALL	GO:0004497~monooxygenase activity	4	12.121212121212121	2.8481948520042323E-5	YMR015C, YGR060W, YHR007C, YGR175C	33	10	4955	60.06060606060606	0.0031849409441162546	7.971879925533498E-4	0.03228177365740548
GOTERM_BP_ALL	GO:0006633~fatty acid biosynthetic process	4	12.121212121212121	3.436991964711646E-4	YDR297W, YMR272C, YLR056W, YGR060W	33	22	4970	27.382920110192842	0.05090962941537591	0.0024850622380264697	0.41059960583483823
GOTERM_MF_ALL	GO:0005506~iron ion binding	6	18.181818181818183	0.0010993144081628892	YDR297W, YMR272C, YMR015C, YLR056W, YGR060W, YHR007C	33	125	4955	7.207272727272727	0.11590516166487774	0.02032248044856033	1.2391037790997261
GOTERM_BP_ALL	GO:0006631~fatty acid metabolic process	4	12.121212121212121	0.006775027510716535	YDR297W, YMR272C, YLR056W, YGR060W	33	61	4970	9.875807252856433	0.6441722431565703	0.0389632548710116	7.814410602458466
GOTERM_BP_ALL	GO:0032787~monocarboxylic acid metabolic process	4	12.121212121212121	0.05681892271694779	YDR297W, YMR272C, YLR056W, YGR060W	33	137	4970	4.397257243972573	0.9998624527160085	0.28058464272276606	50.34899350086784
GOTERM_BP_ALL	GO:0046394~carboxylic acid biosynthetic process	4	12.121212121212121	0.097247555582747	YDR297W, YMR272C, YLR056W, YGR060W	33	172	4970	3.5024665257223395	0.999999823624481	0.4261460596991943	70.6099266460765
GOTERM_BP_ALL	GO:0016053~organic acid biosynthetic process	4	12.121212121212121	0.097247555582747	YDR297W, YMR272C, YLR056W, YGR060W	33	172	4970	3.5024665257223395	0.999999823624481	0.4261460596991943	70.6099266460765
GOTERM_BP_ALL	GO:0042180~cellular ketone metabolic process	6	18.181818181818183	0.09793866049779539	YDR297W, YMR272C, YBR265W, YDR294C, YLR056W, YGR060W	33	386	4970	2.3410268487988697	0.9999998430061363	0.4173935816773139	70.87809765602668
GOTERM_BP_ALL	GO:0043436~oxoacid metabolic process	5	15.151515151515152	0.21742483720362835	YDR297W, YMR272C, YDR294C, YLR056W, YGR060W	33	374	4970	2.0134500081024145	0.9999999999999999	0.6994378900333664	94.68367465065027
GOTERM_BP_ALL	GO:0019752~carboxylic acid metabolic process	5	15.151515151515152	0.21742483720362835	YDR297W, YMR272C, YDR294C, YLR056W, YGR060W	33	374	4970	2.0134500081024145	0.9999999999999999	0.6994378900333664	94.68367465065027
GOTERM_BP_ALL	GO:0006082~organic acid metabolic process	5	15.151515151515152	0.24272750944106528	YDR297W, YMR272C, YDR294C, YLR056W, YGR060W	33	392	4970	1.9209956709956708	1.0	0.733038977326018	96.41270382397342
GOTERM_MF_ALL	GO:0046914~transition metal ion binding	6	18.181818181818183	0.4325758745165953	YDR297W, YMR272C, YMR015C, YLR056W, YGR060W, YHR007C	33	665	4955	1.3547505126452495	1.0	0.9924173498265256	99.83768763541069
GOTERM_MF_ALL	GO:0046872~metal ion binding	7	21.21212121212121	0.4526361494562653	YDR297W, YMR272C, YHR190W, YMR015C, YLR056W, YGR060W, YHR007C	33	830	4955	1.2663380795910917	1.0	0.9919423407814416	99.89206701740136
GOTERM_MF_ALL	GO:0043169~cation binding	7	21.21212121212121	0.4772566906698341	YDR297W, YMR272C, YHR190W, YMR015C, YLR056W, YGR060W, YHR007C	33	850	4955	1.236541889483066	1.0	0.9921194957817115	99.93594121380187
GOTERM_MF_ALL	GO:0043167~ion binding	7	21.21212121212121	0.47848255891351665	YDR297W, YMR272C, YHR190W, YMR015C, YLR056W, YGR060W, YHR007C	33	851	4955	1.235088843784496	1.0	0.9895074303757772	99.93762361252168

Annotation Cluster 11	Enrichment Score: 0.9871947221630812
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_ALL	GO:0031090~organelle membrane	13	39.39393939393939	2.7212733134744204E-4	YPL087W, YBR183W, YDR297W, YML008C, YGL001C, YHR190W, YMR296C, YLR100W, YBR036C, YMR298W, YBR265W, YGR060W, YDR062W	33	701	5615	3.155448925777028	0.015393656330094374	0.0014093122389674528	0.26941131092311776
GOTERM_CC_ALL	GO:0005741~mitochondrial outer membrane	4	12.121212121212121	0.015866613849711067	YML008C, YLR100W, YHR190W, YBR265W	33	94	5615	7.2404900064474536	0.5981388535593042	0.04938596219886371	14.660619673115916
GOTERM_CC_ALL	GO:0031968~organelle outer membrane	4	12.121212121212121	0.017252636798191542	YML008C, YLR100W, YHR190W, YBR265W	33	97	5615	7.016557325835676	0.6291591457201267	0.050870085272425314	15.844511971184062
GOTERM_CC_ALL	GO:0019867~outer membrane	4	12.121212121212121	0.017729353249297378	YML008C, YLR100W, YHR190W, YBR265W	33	98	5615	6.94495980210266	0.6392748081484417	0.0497041697481575	16.248280398035185
GOTERM_CC_ALL	GO:0031966~mitochondrial membrane	4	12.121212121212121	0.26463051636156254	YML008C, YLR100W, YHR190W, YBR265W	33	314	5615	2.1675352248600657	0.999999975406553	0.5038274017943969	95.24909571692338
GOTERM_CC_ALL	GO:0031967~organelle envelope	5	15.151515151515152	0.27890465312863055	YML008C, YLR100W, YHR190W, YMR298W, YBR265W	33	471	5615	1.8062793540500546	0.9999999919539355	0.5117117330421894	96.08803848085657
GOTERM_CC_ALL	GO:0031975~envelope	5	15.151515151515152	0.27890465312863055	YML008C, YLR100W, YHR190W, YMR298W, YBR265W	33	471	5615	1.8062793540500546	0.9999999919539355	0.5117117330421894	96.08803848085657
GOTERM_CC_ALL	GO:0005740~mitochondrial envelope	4	12.121212121212121	0.3121067625730305	YML008C, YLR100W, YHR190W, YBR265W	33	344	5615	1.978505990133897	0.9999999994521025	0.5460700248687715	97.54825460902813
GOTERM_CC_ALL	GO:0044446~intracellular organelle part	15	45.45454545454545	0.5488055362644976	YPL087W, YDR297W, YBR183W, YML008C, YGL001C, YHR190W, YMR296C, YKL004W, YOR171C, YLR100W, YBR036C, YMR298W, YBR265W, YGR060W, YDR062W	33	2433	5615	1.049022904756567	1.0	0.8021284422109262	99.96250416533252
GOTERM_CC_ALL	GO:0044422~organelle part	15	45.45454545454545	0.5488055362644976	YPL087W, YDR297W, YBR183W, YML008C, YGL001C, YHR190W, YMR296C, YKL004W, YOR171C, YLR100W, YBR036C, YMR298W, YBR265W, YGR060W, YDR062W	33	2433	5615	1.049022904756567	1.0	0.8021284422109262	99.96250416533252
GOTERM_CC_ALL	GO:0044429~mitochondrial part	4	12.121212121212121	0.5784586223943557	YML008C, YLR100W, YHR190W, YBR265W	33	519	5615	1.3113796928825832	1.0	0.8169300911017582	99.98088652941256
GOTERM_CC_ALL	GO:0005739~mitochondrion	4	12.121212121212121	0.9635952636139948	YML008C, YLR100W, YHR190W, YBR265W	33	1094	5615	0.6221261979945709	1.0	0.9972643376551334	99.99999999999946

